Starting cal age BP	calendar age	 14C age BP	 total 14C uncertainty	 cal yr span	 cal year uncertainty	 wiggle match uncertainty	 varve count uncertainty	Lab ID	 dataset number	 observation number
YR BP	YR BP	YR BP	YR	YR	YR					
7987	7988	7205	40.5	3	0	0	0	Hd6293	5	380
7983	7992.5	7243	33.4	20	0	0	0	UB1791	2	615
7981	7985.5	7212.1	27.8	10	0	0	0	QL-11788	1	1848
7972	7973	7138	37.8	3	0	0	0	Hd6372	5	381
7971	7975.5	7167	27.1	10	0	0	0	QL-11787	1	1846
7971	7975.5	7179.9	40.6	10	0	0	0	QL-11787	1	1847
7968	7972.5	7197.9	27.5	10	0	0	0	QL-11754	1	1845
7963	7972.5	7137	33.4	20	0	0	0	UB1790	2	614
7961	7965.5	7154.8	30.6	10	0	0	0	QL-11753	1	1844
7951	7955.5	7117.9	26.8	10	0	0	0	QL-11752	1	1843
7943	7952.5	7118	31.7	20	0	0	0	UB1789	2	613
7941	7945.5	7097.1	25.2	10	0	0	0	QL-11751	1	1842
7938	7939	7208	41.9	3	0	0	0	Hd6285	5	379
7931	7935.5	7087.8	26.1	10	0	0	0	QL-11750	1	1841
7923	7932.5	7037	31.7	20	0	0	0	UB1788	2	612
7921	7925.5	7031.8	31.9	10	0	0	0	QL-11749	1	1840
7913	7914	7085	37.8	3	0	0	0	Hd6368	5	382
7911	7915.5	6974.9	25.6	10	0	0	0	QL-11748	1	1838
7911	7915.5	6988.5	27.2	10	0	0	0	QL-11748	1	1839
7903	7912.5	7064	31.7	20	0	0	0	UB1787	2	611
7901	7905.5	6967.6	25.6	10	0	0	0	QL-11747	1	1836
7901	7905.5	7015.5	31.8	10	0	0	0	QL-11747	1	1837
7894	7896	7005	37.8	5	0	0	0	Hd6277	5	350
7891	7895.5	7037.6	26.3	10	0	0	0	QL-11746	1	1834
7891	7895.5	7068.7	27.4	10	0	0	0	QL-11746	1	1835
7883	7892.5	7125	31.7	20	0	0	0	UB1786	2	610
7881	7885.5	7094	28.4	10	0	0	0	QL-11745	1	1833
7871	7875.5	7077.1	26.1	10	0	0	0	QL-11744	1	1832
7863	7872.5	7055	31.7	20	0	0	0	UB1785	2	609
7861	7865.5	7012.3	26.1	10	0	0	0	QL-11743	1	1831
7852	7854	7053	39.2	5	0	0	0	Hd6370	5	349
7851	7855.5	7004.5	23.6	10	0	0	0	QL-11742	1	1830
7843	7852.5	7036	31.7	20	0	0	0	UB1784	2	608
7843	7845.5	6995	43.2	6	0	0	0	Hd6278	5	325
7841	7845.5	7034.8	28.7	10	0	0	0	QL-11741	1	1829
7831	7835.5	6945.7	26.3	10	0	0	0	QL-11740	1	1827
7831	7835.5	6994.8	26.6	10	0	0	0	QL-11740	1	1828
7823	7832.5	7046	31.7	20	0	0	0	UB1783	2	607
7821	7825.5	6958.4	25.6	10	0	0	0	QL-11739	1	1825
7821	7825.5	6977.8	26	10	0	0	0	QL-11739	1	1826
7811	7815.5	6959.3	27.4	10	0	0	0	QL-11738	1	1823
7811	7815.5	6957.4	23.7	10	0	0	0	QL-11738	1	1824
7803	7812.5	6998	31.7	20	0	0	0	UB1782	2	606
7801	7805.5	6979.8	19.6	10	0	0	0	QL-11737	1	1822
7793	7795.5	7067	43.2	6	0	0	0	Hd6279	5	324
7791	7795.5	6974.9	27.4	10	0	0	0	QL-11736	1	1821
7782	7791.5	7008	35.2	20	0	0	0	UB1781	2	605
7781	7785.5	6916.3	25.9	10	0	0	0	QL-11735	1	1819
7781	7785.5	6894.3	28.9	10	0	0	0	QL-11735	1	1820
7771	7775.5	6960	25.7	10	0	0	0	QL-11734	1	1817
7771	7775.5	6890.6	25.9	10	0	0	0	QL-11734	1	1818
7762	7771.5	6999	35.2	20	0	0	0	UB1780	2	604
7761	7765.5	6954.6	27	10	0	0	0	QL-11733	1	1816
7751	7755.5	6907.1	26.7	10	0	0	0	QL-11732	1	1814
7751	7755.5	6931	29.1	10	0	0	0	QL-11732	1	1815
7742	7751.5	6973	35.2	20	0	0	0	UB1779	2	603
7741	7745.5	6927.8	26.9	10	0	0	0	QL-11731	1	1813
7731	7735.5	6917.7	24.4	10	0	0	0	QL-11730	1	1812
7722	7731.5	6918	35.2	20	0	0	0	UB1778	2	602
7721	7725.5	6916.7	22.9	10	0	0	0	QL-11729	1	1811
7711	7715.5	6902.5	24.6	10	0	0	0	QL-11728	1	1810
7702	7711.5	6917	35.2	20	0	0	0	UB1777	2	601
7701	7705.5	6917.4	26.8	10	0	0	0	QL-11727	1	1809
7691	7695.5	6879.2	25.7	10	0	0	0	QL-11726	1	1807
7691	7695.5	6928.8	25	10	0	0	0	QL-11726	1	1808
7682	7691.5	6855	35.2	20	0	0	0	UB1776	2	600
7681	7685.5	6892.1	26.3	10	0	0	0	QL-11725	1	1806
7671	7675.5	6850.2	41.1	10	0	0	0	QL-11724	1	1805
7662	7671.5	6832	35.2	20	0	0	0	UB1775	2	599
7661	7665.5	6812	27.8	10	0	0	0	QL-11723	1	1804
7651	7655.5	6768.5	26.2	10	0	0	0	QL-11722	1	1802
7651	7655.5	6798	26.1	10	0	0	0	QL-11722	1	1803
7642	7651.5	6801	35.2	20	0	0	0	UB1774	2	598
7641	7645.5	6782	27.7	10	0	0	0	QL-11721	1	1801
7631	7635.5	6789.8	25	10	0	0	0	QL-11720	1	1800
7622	7631.5	6808	35.2	20	0	0	0	UB1773	2	597
7621	7625.5	6770	22.6	10	0	0	0	QL-11719	1	1798
7621	7625.5	6852.7	26.4	10	0	0	0	QL-11719	1	1799
7611	7615.5	6786.7	27.3	10	0	0	0	QL-11718	1	1797
7602	7611.5	6785	35.2	20	0	0	0	UB1772	2	596
7601	7605.5	6725.1	25.3	10	0	0	0	QL-11717	1	1795
7601	7605.5	6735.5	25.4	10	0	0	0	QL-11717	1	1796
7591	7595.5	6763.2	22.6	10	0	0	0	QL-11716	1	1793
7591	7595.5	6796.6	27.2	10	0	0	0	QL-11716	1	1794
7582	7591.5	6727	35.2	20	0	0	0	UB1771	2	595
7581	7585.5	6745.5	28.2	10	0	0	0	QL-11715	1	1792
7571	7575.5	6721.9	26.4	10	0	0	0	QL-11714	1	1791
7571	7580.5	6700	28.2	20	0	0	0	UB1835	2	589
7562	7571.5	6700	35.2	20	0	0	0	UB1770	2	594
7561	7565.5	6689.7	24.4	10	0	0	0	QL-11713	1	1789
7561	7565.5	6609.5	27.3	10	0	0	0	QL-11713	1	1790
7551	7555.5	6596	26.8	10	0	0	0	QL-11712	1	1788
7551	7560.5	6640	28.2	20	0	0	0	UB1834	2	588
7542	7551.5	6625	35.2	20	0	0	0	UB1769	2	593
7541	7545.5	6579.7	26.6	10	0	0	0	QL-11711	1	1787
7531	7535.5	6679.9	27.1	10	0	0	0	QL-11710	1	1786
7531	7540.5	6619	28.2	20	0	0	0	UB1833	2	587
7522	7531.5	6701	35.2	20	0	0	0	UB1768	2	592
7521	7525.5	6658.9	27.1	10	0	0	0	QL-11709	1	1785
7511	7515.5	6677.9	25.6	10	0	0	0	QL-11708	1	1784
7511	7520.5	6692	28.2	20	0	0	0	UB1832	2	586
7502	7511.5	6569	35.2	20	0	0	0	UB1767	2	591
7501	7505.5	6583.4	26.5	10	0	0	0	QL-11707	1	1783
7491	7495.5	6611.6	26.7	10	0	0	0	QL-11706	1	1782
7491	7500.5	6624	28.2	20	0	0	0	UB1831	2	585
7482	7491.5	6608	35.2	20	0	0	0	UB1766	2	590
7481	7485.5	6593	26.5	10	0	0	0	QL-11705	1	1781
7471	7475.5	6554.4	26.8	10	0	0	0	QL-11704	1	1780
7471	7480.5	6631	28.2	20	0	0	0	UB1830	2	584
7461	7465.5	6568.4	26.4	10	0	0	0	QL-11703	1	1779
7451	7455.5	6533.7	25.6	10	0	0	0	QL-11702	1	1777
7451	7455.5	6534.4	26.1	10	0	0	0	QL-11702	1	1778
7451	7460.5	6618	28.2	20	0	0	0	UB1829	2	583
7441	7445.5	6563.6	26.3	10	0	0	0	QL-11701	1	1776
7431	7435.5	6555.3	27.2	10	0	0	0	QL-11700	1	1774
7431	7435.5	6580.3	26.7	10	0	0	0	QL-11700	1	1775
7431	7440.5	6617	28.2	20	0	0	0	UB1828	2	582
7421	7425.5	6485.4	25.2	10	0	0	0	QL-11699	1	1773
7411	7415.5	6414	27	10	0	0	0	QL-11698	1	1771
7411	7415.5	6389.5	27.1	10	0	0	0	QL-11698	1	1772
7411	7420.5	6504	28.2	20	0	0	0	UB1827	2	581
7401	7405.5	6391.9	25	10	0	0	0	QL-11697	1	1769
7401	7405.5	6374	27	10	0	0	0	QL-11697	1	1770
7391	7395.5	6416	25.8	10	0	0	0	QL-11696	1	1768
7391	7400.5	6466	28.2	20	0	0	0	UB1826	2	580
7381	7385.5	6400.4	26.1	10	0	0	0	QL-11695	1	1767
7371	7375.5	6411.5	29.8	10	0	0	0	QL-11694	1	1766
7371	7380.5	6526	28.2	20	0	0	0	UB1825	2	579
7361	7365.5	6390.1	27.2	10	0	0	0	QL-11693	1	1765
7351	7355.5	6407.9	25.8	10	0	0	0	QL-11692	1	1764
7351	7360.5	6436	28.2	20	0	0	0	UB1824	2	578
7341	7345.5	6423	25.3	10	0	0	0	QL-11691	1	1762
7341	7345.5	6505.1	26.9	10	0	0	0	QL-11691	1	1763
7331	7335.5	6443.9	26.7	10	0	0	0	QL-11690	1	1760
7331	7335.5	6412.3	25.9	10	0	0	0	QL-11690	1	1761
7331	7340.5	6487	28.2	20	0	0	0	UB1823	2	577
7321	7325.5	6422.3	24.7	10	0	0	0	QL-11689	1	1759
7311	7315.5	6363.6	25.4	10	0	0	0	QL-11688	1	1757
7311	7315.5	6400.5	26.3	10	0	0	0	QL-11688	1	1758
7311	7320.5	6436	28.2	20	0	0	0	UB1822	2	576
7301	7305.5	6366.1	25.2	10	0	0	0	QL-11687	1	1755
7301	7305.5	6355.7	26.5	10	0	0	0	QL-11687	1	1756
7291	7295.5	6381.2	26.5	10	0	0	0	QL-11686	1	1754
7291	7300.5	6402	28.2	20	0	0	0	UB1821	2	575
7281	7285.5	6351.9	25.7	10	0	0	0	QL-11685	1	1753
7271	7275.5	6389.1	17.3	10	0	0	0	QL-11684	1	1752
7271	7280.5	6389	28.2	20	0	0	0	UB1820	2	574
7261	7265.5	6321.2	16.6	10	0	0	0	QL-11683	1	1751
7257	7258	6345	39.2	3	0	0	0	Hd6318	5	383
7251	7255.5	6300.4	24.6	10	0	0	0	QL-11682	1	1750
7251	7260.5	6371	28.2	20	0	0	0	UB1819	2	573
7241	7245.5	6268.8	24.2	10	0	0	0	QL-11681	1	1748
7241	7245.5	6242.3	25.7	10	0	0	0	QL-11681	1	1749
7231	7235.5	6263.3	24.8	10	0	0	0	QL-11680	1	1746
7231	7235.5	6244.6	26.2	10	0	0	0	QL-11680	1	1747
7231	7240.5	6321	28.2	20	0	0	0	UB1818	2	572
7221	7225.5	6229.6	25.6	10	0	0	0	QL-11679	1	1745
7211	7215.5	6281.2	26.7	10	0	0	0	QL-11678	1	1744
7211	7220.5	6285	28.2	20	0	0	0	UB1817	2	571
7191	7200.5	6260	31.7	20	0	0	0	UB1816	2	570
7181	7183	6336	39.2	5	0	0	0	Hd6359	5	351
7171	7180.5	6294	31.7	20	0	0	0	UB1815	2	569
7167	7168.5	6317	39.2	4	0	0	0	Hd6301	5	359
7151	7160.5	6247	31.7	20	0	0	0	UB1814	2	568
7150	7154.5	6106.3	37.1	10	0	0	0	QL-11676	1	1742
7150	7154.5	6136.5	36.9	10	0	0	0	QL-11676	1	1743
7150	7159.5	6189	23.3	20	0	0	0	UB1363	2	487
7140	7144.5	6102.7	27.5	10	0	0	0	QL-11675	1	1740
7140	7144.5	6236.1	56.8	10	0	0	0	QL-11675	1	1741
7131	7140.5	6275	31.7	20	0	0	0	UB1813	2	567
7130	7134.5	6129	25	10	0	0	0	QL-11674	1	1738
7130	7134.5	6106.6	25.8	10	0	0	0	QL-11674	1	1739
7130	7139.5	6110	23.3	20	0	0	0	UB1362	2	486
7125	7125	6230	40.5	1	0	0	0	Hd6322	5	455
7120	7124.5	6164.4	24.7	10	0	0	0	QL-11673	1	1737
7111	7120.5	6135	35.2	20	0	0	0	UB1812	2	566
7110	7114.5	6201.9	25.2	10	0	0	0	QL-11672	1	1736
7110	7119.5	6151	23.3	20	0	0	0	UB1361	2	485
7091	7100.5	6225	35.2	20	0	0	0	UB1811	2	565
7090	7094.5	6160.2	18.4	10	0	0	0	QL-11670	1	1735
7090	7099.5	6176	24.7	20	0	0	0	UB1360	2	484
7087	7089.5	6319	37.8	6	0	0	0	Hd6299	5	326
7080	7084.5	6156.6	23.9	10	0	0	0	QL-11669	1	1734
7071	7080.5	6211	35.2	20	0	0	0	UB1810	2	564
7070	7074.5	6218.9	24.6	10	0	0	0	QL-11668	1	1733
7070	7079.5	6127	23.3	20	0	0	0	UB1359	2	483
7067	7069.5	6240	39.2	6	0	0	0	Hd6367	5	327
7060	7064.5	6153.2	24.3	10	0	0	0	QL-11667	1	1732
7050	7054.5	6215.2	25.2	10	0	0	0	QL-11666	1	1731
7050	7059.5	6143	23.3	20	0	0	0	UB1358	2	482
7040	7044.5	6175.2	24.7	10	0	0	0	QL-11665	1	1729
7040	7044.5	6176.5	25.9	10	0	0	0	QL-11665	1	1730
7036	7036	6206	37.8	1	0	0	0	Hd6300	5	456
7030	7034.5	6215.1	25.2	10	0	0	0	QL-11664	1	1728
7030	7039.5	6160	24.7	20	0	0	0	UB1357	2	481
7020	7024.5	6189.4	26.1	10	0	0	0	QL-11663	1	1727
7010	7014.5	6172.3	24.7	10	0	0	0	QL-11662	1	1726
7010	7019.5	6136	23.3	20	0	0	0	UB1356	2	480
7006	7006	6249	37.8	1	0	0	0	Hd6369	5	454
7000	7004.5	6119.2	25.4	10	0	0	0	QL-11661	1	1725
6990	6994.5	6137.9	26.1	10	0	0	0	QL-11660	1	1724
6990	6999.5	6094	23.3	20	0	0	0	UB1355	2	479
6982	6982	6147	37.8	1	0	0	0	Hd6298	5	457
6980	6984.5	6114.9	26.3	10	0	0	0	QL-11659	1	1723
6971	6980.5	6149	38.7	20	0	0	0	UB1805	2	563
6970	6974.5	6116.9	25.1	10	0	0	0	QL-11658	1	1722
6970	6979.5	6073	24.7	20	0	0	0	UB1354	2	478
6960	6964.5	6086.9	25.9	10	0	0	0	QL-11657	1	1721
6951	6960.5	6165	44	20	0	0	0	UB1804	2	562
6950	6954.5	6114.8	25	10	0	0	0	QL-11656	1	1720
6950	6959.5	6104	21.9	20	0	0	0	UB1353	2	477
6944	6944	6026	37.8	1	0	0	0	Hd6328	5	458
6940	6944.5	6091.8	24.6	10	0	0	0	QL-11655	1	1719
6931	6940.5	6113	31.7	20	0	0	0	UB1803	2	561
6930	6934.5	6058.1	18.7	10	0	0	0	QL-11654	1	1718
6930	6939.5	6054	20.6	20	0	0	0	UB1352	2	476
6920	6924.5	6072.7	24.5	10	0	0	0	QL-11653	1	1716
6920	6924.5	6032	24.8	10	0	0	0	QL-11653	1	1717
6911	6920.5	6068	31.7	20	0	0	0	UB1802	2	560
6910	6914.5	6103.9	26.5	10	0	0	0	QL-11652	1	1714
6910	6914.5	6026.7	26	10	0	0	0	QL-11652	1	1715
6910	6919.5	6065	20.6	20	0	0	0	UB1351	2	475
6900	6904.5	6064.9	24.2	10	0	0	0	QL-11651	1	1712
6900	6904.5	6015.7	26.2	10	0	0	0	QL-11651	1	1713
6898	6898.5	6078	37.8	2	0	0	0	Hd6330	5	428
6891	6900.5	6038	31.7	20	0	0	0	UB1801	2	559
6890	6894.5	6069.7	15.7	10	0	0	0	QL-11650	1	1710
6890	6894.5	5991.2	24.9	10	0	0	0	QL-11650	1	1711
6890	6899.5	6081	20.6	20	0	0	0	UB1350	2	474
6883	6884	6100	25.7	3	0	0	0	Hd8498	5	384
6880	6884.5	6009.5	24.3	10	0	0	0	QL-11649	1	1708
6880	6884.5	5985.2	26.6	10	0	0	0	QL-11649	1	1709
6879	6879	6005	37.8	1	0	0	0	Hd6360	5	459
6870	6874.5	6033.2	25.3	10	0	0	0	QL-11648	1	1707
6870	6879.5	5986	15.1	20	0	0	0	UB1349	2	473
6866	6866.5	6044	25.7	2	0	0	0	Hd8726	5	429
6860	6864.5	6014.6	19.8	10	0	0	0	QL-11647	1	1706
6858	6858.5	6080	37.8	2	0	0	0	Hd6375	5	427
6851	6852.5	6016	21.6	4	0	0	0	Hd8727	5	360
6850	6854.5	5943.8	24.1	10	0	0	0	QL-11646	1	1704
6850	6854.5	6005.1	18.7	10	0	0	0	QL-11646	1	1705
6850	6859.5	6037	27.4	20	0	0	0	UB1348	2	472
6850	6851	6040	24.3	3	0	0	0	Hd9303	5	385
6843	6847.5	6043.6	28	10	0	0	0	QL-11914	1	2004
6840	6844.5	5984.7	18.7	10	0	0	0	QL-11645	1	1703
6834	6834.5	6042	24.3	2	0	0	0	Hd8737	5	430
6833	6837.5	6011.1	27	10	0	0	0	QL-11913	1	2005
6832	6832.5	6027	24.3	2	0	0	0	Hd9304	5	432
6830	6834.5	5925.8	26	10	0	0	0	QL-11644	1	1995
6830	6839.5	5931	24.7	20	0	0	0	UB1347	2	471
6823	6827.5	5953.5	24.8	10	0	0	0	QL-11912	1	2006
6820	6824.5	6029.2	25.4	10	0	0	0	QL-11643	1	1996
6813	6817.5	5927.3	26.6	10	0	0	0	QL-11911	1	2007
6810	6814.5	5993.9	24.9	10	0	0	0	QL-11642	1	1997
6810	6819.5	5986	26	20	0	0	0	UB1346	2	470
6810	6810.5	6096	24.3	2	0	0	0	Hd8739	5	426
6803	6807.5	5994.6	25	10	0	0	0	QL-11910	1	2008
6803	6803.5	6039	24.3	2	0	0	0	Hd9314	5	431
6800	6804.5	5999.2	25.1	10	0	0	0	QL-11641	1	1998
6800	6804.5	6005.9	24.3	10	0	0	0	QL-11641	1	1999
6793	6797.5	6007.9	25.3	10	0	0	0	QL-11909	1	2009
6790	6794.5	5974.2	25.9	10	0	0	0	QL-11640	1	2000
6790	6799.5	5962	24.7	20	0	0	0	UB1345	2	469
6783	6787.5	5975.9	26.9	10	0	0	0	QL-11908	1	2010
6780	6784.5	5954.7	24.6	10	0	0	0	QL-11639	1	2001
6779	6779.5	5978	25.7	2	0	0	0	Hd9315	5	434
6773	6777.5	5931.8	26.6	10	0	0	0	QL-11907	1	2011
6770	6774.5	5960.8	24.9	10	0	0	0	QL-11638	1	2002
6770	6779.5	5913	19.2	20	0	0	0	UB1344	2	468
6763	6767.5	5914.3	26.8	10	0	0	0	QL-11906	1	2012
6760	6764.5	5926.1	25.7	10	0	0	0	QL-11637	1	2003
6759	6759.5	6026	24.3	2	0	0	0	Hd9326	5	433
6753	6757.5	5933.9	25.1	10	0	0	0	QL-11905	1	2013
6750	6754.5	5936.1	35.4	10	0	0	0	QL-11636	1	2023
6750	6754.5	5941.2	38.3	10	0	0	0	QL-11636	1	2024
6750	6759.5	5939	24.7	20	0	0	0	UB1343	2	467
6743	6747.5	5954.4	20.5	10	0	0	0	QL-11904	1	2014
6733	6737.5	5902.2	25.2	10	0	0	0	QL-11903	1	2015
6730	6739.5	5914	26	20	0	0	0	UB1342	2	466
6719	6719.5	5926	24.3	2	0	0	0	Hd9327	5	436
6710	6719.5	5834	24.7	20	0	0	0	UB1341	2	465
6696	6698	5942	24.3	5	0	0	0	Hd9328	5	352
6690	6699.5	5845	24.7	20	0	0	0	UB1340	2	464
6680	6684.5	5876.7	24.3	10	0	0	0	QL-11629	1	1702
6679	6679.5	5939	24.3	2	0	0	0	Hd9329	5	435
6676	6677	5923	37.8	3	0	0	0	Hd7389	5	386
6670	6674.5	5879.3	25	10	0	0	0	QL-11628	1	1701
6670	6679.5	5847	24.7	20	0	0	0	UB1339	2	463
6663	6663.5	5861	37.8	2	0	0	0	Hd7390	5	439
6660	6664.5	5858.8	24.5	10	0	0	0	QL-11627	1	1700
6659	6659.5	5864	24.3	2	0	0	0	Hd9359	5	437
6650	6654.5	5807.2	24	10	0	0	0	QL-11626	1	1698
6650	6654.5	5835.8	24.6	10	0	0	0	QL-11626	1	1699
6650	6659.5	5778	21.9	20	0	0	0	UB1338	2	462
6650	6650	5817	37.8	1	0	0	0	Hd7391	5	462
6642	6642	5798	37.8	1	0	0	0	Hd7398	5	464
6640	6644.5	5842.3	24.2	10	0	0	0	QL-11625	1	1696
6640	6644.5	5830.1	27.4	10	0	0	0	QL-11625	1	1697
6639	6639.5	5863	24.3	2	0	0	0	Hd9360	5	438
6634	6634	5793	37.8	1	0	0	0	Hd7400	5	465
6630	6634.5	5762.4	18.2	10	0	0	0	QL-11624	1	1694
6630	6634.5	5819.5	25	10	0	0	0	QL-11624	1	1695
6630	6639.5	5795	21.9	20	0	0	0	UB1337	2	461
6620	6624.5	5764.3	26.9	10	0	0	0	QL-11623	1	1693
6619	6619	5850	37.8	1	0	0	0	Hd7402	5	461
6610	6614.5	5754	24.6	10	0	0	0	QL-11622	1	1692
6610	6619.5	5765	23.3	20	0	0	0	UB1336	2	460
6606	6606	5893	40.5	1	0	0	0	Hd7520	5	460
6600	6604.5	5799.7	24.6	10	0	0	0	QL-11621	1	1690
6600	6604.5	5767	25	10	0	0	0	QL-11621	1	1691
6594	6594.5	5754	37.8	2	0	0	0	Hd7653	5	440
6590	6594.5	5790	23.5	10	0	0	0	QL-11620	1	1687
6590	6594.5	5770.2	20.8	10	0	0	0	QL-11620	1	1688
6590	6594.5	5767.1	22.4	10	0	0	0	QL-11620	1	1689
6590	6599.5	5713	26	20	0	0	0	UB1335	2	459
6580	6584.5	5788.2	21.1	10	0	0	0	QL-11619	1	1686
6570	6574.5	5794	23.4	10	0	0	0	QL-11618	1	1684
6570	6574.5	5822.5	21.2	10	0	0	0	QL-11618	1	1685
6570	6579.5	5776	21.9	20	0	0	0	UB1334	2	458
6560	6564.5	5763.6	26.7	10	0	0	0	QL-11617	1	1683
6550	6554.5	5766.5	24.6	10	0	0	0	QL-11616	1	1682
6550	6559.5	5757	21.9	20	0	0	0	UB1333	2	457
6546	6546	5721	37.8	1	0	0	0	Hd7655	5	470
6540	6544.5	5767.9	25.1	10	0	0	0	QL-11615	1	1681
6537	6537	5747	40.5	1	0	0	0	Hd7654	5	467
6530	6534.5	5730.6	23.9	10	0	0	0	QL-11614	1	1679
6530	6534.5	5780.1	26.4	10	0	0	0	QL-11614	1	1680
6530	6539.5	5741	23.3	20	0	0	0	UB1332	2	456
6526	6526	5728	37.8	1	0	0	0	Hd7656	5	469
6520	6524.5	5735.6	24.2	10	0	0	0	QL-11613	1	1677
6520	6524.5	5769.6	24.8	10	0	0	0	QL-11613	1	1678
6515	6515	5738	37.8	1	0	0	0	Hd7666	5	468
6510	6514.5	5764.4	24.4	10	0	0	0	QL-11612	1	1675
6510	6514.5	5770.5	26.8	10	0	0	0	QL-11612	1	1676
6510	6519.5	5695	24.7	20	0	0	0	UB1331	2	455
6502	6502	5805	37.8	1	0	0	0	Hd7538	5	463
6500	6504.5	5755.9	25.1	10	0	0	0	QL-11611	1	1674
6491	6491	5639	40.5	1	0	0	0	Hd7667	5	479
6490	6494.5	5748.1	26.7	10	0	0	0	QL-11610	1	1673
6490	6499.5	5713	23.3	20	0	0	0	UB1330	2	454
6480	6484.5	5690.2	24.9	10	0	0	0	QL-11609	1	1672
6471	6471	5715	39.2	1	0	0	0	Hd7671	5	472
6470	6474.5	5683.6	27	10	0	0	0	QL-11608	1	1671
6470	6479.5	5694	23.3	20	0	0	0	UB1329	2	453
6463	6463	5677	51.3	1	0	0	0	Hd7681	5	475
6460	6464.5	5683.9	25.1	10	0	0	0	QL-11607	1	1670
6453	6453	5785	39.2	1	0	0	0	Hd7515	5	466
6450	6454.5	5680.7	24.4	10	0	0	0	QL-11606	1	1669
6450	6459.5	5668	23.3	20	0	0	0	UB1328	2	452
6442	6442	5657	47.3	1	0	0	0	Hd7682	5	477
6440	6444.5	5678	25.1	10	0	0	0	QL-11605	1	1668
6432	6432	5575	40.5	1	0	0	0	Hd7683	5	484
6430	6434.5	5662.8	26.5	10	0	0	0	QL-11604	1	1667
6430	6439.5	5643	21.9	20	0	0	0	UB1327	2	451
6420	6424.5	5674.6	25.1	10	0	0	0	QL-11603	1	1666
6420	6420	5615	37.8	1	0	0	0	Hd7706	5	481
6411	6411	5720	40.5	1	0	0	0	Hd7525	5	471
6410	6414.5	5661.4	24.1	10	0	0	0	QL-11602	1	1664
6410	6414.5	5696.3	24.4	10	0	0	0	QL-11602	1	1665
6410	6419.5	5640	21.9	20	0	0	0	UB1326	2	450
6401	6401	5690	39.2	1	0	0	0	Hd7528	5	474
6400	6404.5	5608.1	26.3	10	0	0	0	QL-11601	1	1663
6392	6392	5596	37.8	1	0	0	0	Hd7714	5	482
6390	6394.5	5569.4	24.8	10	0	0	0	QL-11600	1	1662
6390	6399.5	5552	21.9	20	0	0	0	UB1230	2	449
6383	6383	5635	37.8	1	0	0	0	Hd7715	5	480
6380	6384.5	5527.4	26.3	10	0	0	0	QL-11599	1	1661
6370	6374.5	5542	26.3	10	0	0	0	QL-11598	1	1660
6370	6379.5	5557	21.9	20	0	0	0	UB1229	2	448
6360	6364.5	5616.4	25	10	0	0	0	QL-11597	1	1659
6356	6356	5654	37.8	1	0	0	0	Hd7719	5	478
6350	6354.5	5595.3	36.2	10	0	0	0	QL-11596	1	1657
6350	6354.5	5554.2	35.6	10	0	0	0	QL-11596	1	1658
6350	6359.5	5592	21.9	20	0	0	0	UB1228	2	447
6342	6342	5579	39.2	1	0	0	0	Hd7729	5	483
6340	6344.5	5581.7	25.4	10	0	0	0	QL-11595	1	1656
6333	6333	5659	37.8	1	0	0	0	Hd7730	5	476
6330	6334.5	5547.3	25.5	10	0	0	0	QL-11594	1	1655
6330	6339.5	5556	21.9	20	0	0	0	UB1227	2	446
6325	6325	5714	47.3	1	0	0	0	Hd7539	5	473
6320	6324.5	5543.3	23.9	10	0	0	0	QL-11593	1	1653
6320	6324.5	5610.6	24.5	10	0	0	0	QL-11593	1	1654
6310	6314.5	5564.2	24	10	0	0	0	QL-11592	1	1652
6310	6319.5	5570	19.2	20	0	0	0	UB1226	2	445
6300	6304.5	5553.2	24.8	10	0	0	0	QL-11591	1	1651
6290	6294.5	5497.9	24.2	10	0	0	0	QL-11590	1	1649
6290	6294.5	5528.1	25.2	10	0	0	0	QL-11590	1	1650
6290	6299.5	5489	20.6	20	0	0	0	UB1225	2	444
6280	6284.5	5475.7	24.1	10	0	0	0	QL-11589	1	1647
6280	6284.5	5491.8	24.9	10	0	0	0	QL-11589	1	1648
6270	6274.5	5429.6	25	10	0	0	0	QL-11588	1	1646
6270	6279.5	5408	21.9	20	0	0	0	UB1224	2	443
6260	6264.5	5380.2	24.8	10	0	0	0	QL-11587	1	1645
6250	6254.5	5373.9	24.4	10	0	0	0	QL-11586	1	1644
6250	6259.5	5395	20.6	20	0	0	0	UB1223	2	442
6240	6244.5	5409.1	25.4	10	0	0	0	QL-11585	1	1643
6230	6234.5	5417.6	24	10	0	0	0	QL-11584	1	1641
6230	6234.5	5447	24.8	10	0	0	0	QL-11584	1	1642
6230	6239.5	5392	23.3	20	0	0	0	UB1222	2	441
6220	6224.5	5460.2	24.1	10	0	0	0	QL-11582	1	1638
6220	6224.5	5460.2	27.5	10	0	0	0	QL-11582	1	1639
6220	6224.5	5433.3	28.6	10	0	0	0	QL-11583	1	1640
6210	6214.5	5419.1	28.2	10	0	0	0	QL-11581	1	1637
6210	6219.5	5424	23.3	20	0	0	0	UB1221	2	440
6200	6204.5	5355.5	23.6	10	0	0	0	QL-11580	1	1635
6200	6204.5	5353.6	25	10	0	0	0	QL-11580	1	1636
6190	6194.5	5382.4	23.9	10	0	0	0	QL-11579	1	1633
